overall_grade	additional_credit	_state_accountability_status	environment_grade	peer_index_	overall_score	principal	progress_category_score	dbn	_progress_report_grade	school	environment_category_score	performance_category_score	progress_grade	district	progress_report_type	performance_grade	school_level_	most_recent_quality_review_score	_school_support_organization
A	9.0	In Good Standing	C	3.33	81.5	Rosalyn Allman-Manning	43.1	27Q210	B	J.H.S. 210 ELIZABETH BLACKWELL	7.7	21.7	A	27	ESMS	A	Middle	Proficient (2007-08)	KLSO
C	1.5	In Good Standing	B	61.21	52.1	Susan Rippe Hofmann	28.7	27Q215	A	P.S. 215 LUCRETIA MOTT	8.3	13.6	C	27	ESMS	B	Elementary	Proficient (2007-08)	KLSO
A	5.3	In Good Standing	B	55.04	83.2	Deborah Otto	49.6	27Q223	A	P.S. 223 LYNDON B. JOHNSON	8.7	19.6	A	27	ESMS	A	Elementary	Proficient (2007-08)	ESO
""						Matthew P. Melchiorre		27Q225		P.S. 225 SEASIDE				27	ESMS		K-8		KLSO
""		Restructuring (Advanced) -  Focused							D									Proficient (2007-08)	
B	3.8	Restructuring (Advanced) -  Focused	C	3.15	64.8	Sonia Nieves	36.1	27Q226	C	J.H.S. 226 VIRGIL I. GRISSOM	7.1	17.8	B	27	ESMS	A	Middle	Proficient (2008-09)	KLSO
A	6.0	In Good Standing	A	31.56	97.9	Lisa Josephson	60.0	27Q232	B	P.S. 232 LINDENWOOD	12.3	19.6	A	27	ESMS	A	K-8	Well Developed (2007-08)	KLSO
A	6.0	In Good Standing	A	58.60	72.5	Robin Johnson	36.7	27Q253	B	P.S. 253	12.6	17.2	B	27	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
A	3.8	In Good Standing	A	49.42	103.8	Naomi Drouillard	60.0	27Q254	A	P.S. 254	15.0	25.0	A	27	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
B	4	In Good Standing	F	2.52	58.8	Linda Alfred	35.2	27Q260	B	FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL	4.8	14.8	B	27	HS	B	High School	Well Developed (2007-08)	KLSO
A	3.8	In Good Standing	B	3.45	78.3	Patricia J. Tubridy	43.4	27Q262	C	CHANNEL VIEW SCHOOL FOR RESEARCH	10.1	21.0	A	27	ESMS	A	Middle	Proficient (2008-09)	KLSO
A	3	In Good Standing	B	2.79	78.2	Patricia J. Tubridy	44.0	27Q262	A	CHANNEL VIEW SCHOOL FOR RESEARCH	10.2	21.0	A	27	HS	A	High School	Proficient (2008-09)	KLSO
A	1.5	In Good Standing	A	3.37	68.6	Peter Dalton	32.5	27Q282	B	KNOWLEDGE AND POWER PREPARATORY ACADEMY VI	12.4	22.2	B	27	ESMS	A	Middle	Well Developed (2007-08)	KLSO
""				2.41		Michele Williams		27Q302		QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY				27	HS		High School		New Visions
""	0	Pending																	
""				2.62		William Moore		27Q308		ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY				27	HS		High School		KLSO
""	5	Pending																	
""				3.23		Jose Merced		27Q309		ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL				27	ESMS		Middle		ESO
""		In Good Standing																No QR in last two years	
""				2.40		Jose Merced		27Q309		ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL				27	HS		High School		ESO
""	0	In Good Standing																	
A	0.0	In Good Standing	A	4.02	89.4	Brian O'Connell	51.7	27Q323	B	SCHOLARS' ACADEMY	12.7	25.0	A	27	ESMS	A	Middle	Well Developed (2008-09)	KLSO
""				3.68		Brian O'Connell		27Q323		SCHOLARS' ACADEMY				27	HS		High School		KLSO
""	0	In Good Standing																Well Developed (2008-09)	
A	0.0	In Good Standing	A	54.75	69.5	Angela Logan	30.5	27Q333	A	GOLDIE MAPLE ACADEMY	15.0	24.0	C	27	ESMS	A	Elementary	Well Developed (2007-08)	ESO
C	3	Restructuring (year 2) -  Focused	C	2.05	45.3	Anthony Cromer	26.2	27Q400	B	AUGUST MARTIN HIGH SCHOOL	7.5	8.6	D	27	HS	F	High School	Well Developed (2007-08)	KLSO
D	1	Restructuring (Advanced) -  Comprehensive	F	2.08	38.1	David Morris	20.9	27Q410	C	BEACH CHANNEL HIGH SCHOOL	5.3	10.9	F	27	HS	D	High School	Proficient (2008-09)	KLSO
""						Denise Hallett		27Q465		FAR ROCKAWAY HIGH SCHOOL				27	HS		High School		ESO
""	0	Restructuring (Advanced) -  Comprehensive																	
C	3	Restructuring (Advanced) -  Comprehensive	B	2.26	52.0	Ms. Frances DeSanctis	33.7	27Q475	F	RICHMOND HILL HIGH SCHOOL	8.1	7.2	B	27	HS	F	High School	Proficient (2008-09)	ICI
C	4	Restructuring (Advanced) -  Comprehensive	D	2.25	47.4	Grace Zwillenberg	29.5	27Q480	D	JOHN ADAMS HIGH SCHOOL	5.6	8.3	C	27	HS	F	High School	Proficient (2008-09)	KLSO
""				3.03		Quintin Cedeno		27Q650		HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE				27	HS		High School		ESO
""	5	Pending																Proficient (2008-09)	
A	9.0	In Good Standing	F	3.04	71.9	Cherryl M. Spencer	39.7	28Q008	B	J.H.S. 008 RICHARD S. GROSSLEY	4.2	19.0	B	28	ESMS	A	Middle	Well Developed (2007-08)	CEI-PEA
B	3.0	In Good Standing	B	53.24	57.4	Dwayne Crowder	35.4	28Q030	C	P.S. 030 QUEENS	8.3	10.7	B	28	ESMS	D	Elementary	Underdeveloped with Proficient Features (2008-09)	ICI
B	4.5	In Good Standing	C	60.27	66.2	Alison Branker	41.5	28Q040	C	P.S. 040 SAMUEL HUNTINGTON	7.1	13.1	A	28	ESMS	C	Elementary	Proficient (2008-09)	CLSO
A	3.8	In Good Standing	D	53.96	73.2	Patricia M. Mitchell	48.0	28Q048	B	P.S. 048 WILLIAM WORDSWORTH	5.1	16.3	A	28	ESMS	B	Elementary	Proficient (2007-08)	ICI
A	8.3	In Good Standing	D	47.91	80.4	Maureen Lore	46.2	28Q050	A	P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL	5.5	20.4	A	28	ESMS	A	Elementary	Proficient (2007-08)	ICI
B	3.8	In Good Standing	B	46.81	61.7	Diane Jones	35.8	28Q054	A	P.S. 054 HILLSIDE	9.0	13.1	B	28	ESMS	C	Elementary	Proficient (2007-08)	ICI
A	7.5	In Good Standing	B	38.82	84.5	Ralph K Honore	53.6	28Q055	A	P.S. 055 MAURE	8.1	15.3	A	28	ESMS	B	Elementary	Proficient (2007-08)	ICI
B	4.5	Restructuring (Advanced) -  Focused	B	3.16	65.3	Crystal Taylor Brown	35.2	28Q072	C	CATHERINE & COUNT BASIE MIDDLE SCHOOL 72	8.1	17.5	B	28	ESMS	A	Middle	Well Developed (2008-09)	CEI-PEA
B	2.3	In Good Standing	A	58.78	62.1	Paulette Glenn	27.6	28Q080	A	P.S. 080 THURGOOD MARSHALL MAGNET	11.8	20.4	C	28	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	4.5	In Good Standing	B	52.48	84.3	Angela Boykin	48.4	28Q082	A	P.S. 082 HAMMOND	8.8	22.6	A	28	ESMS	A	Elementary	Proficient (2007-08)	ICI
A	9.8	In Good Standing	C	47.62	85.5	Karen Zuvic	51.1	28Q086	B	P.S. Q086	7.9	16.7	A	28	ESMS	B	Elementary	Proficient (2007-08)	ICI
A	12.0	In Good Standing	B	37.33	101.8	Paulette Foglio	60.0	28Q099	A	P.S. 099 KEW GARDENS	9.6	20.2	A	28	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	3.0	In Good Standing	B	16.42	84.8	Ronnie Feder	53.1	28Q101	B	P.S. 101 SCHOOL IN THE GARDENS	9.2	19.5	A	28	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	6.8	In Good Standing	B	38.44	78.2	Harvey Katz	42.7	28Q117	A	P.S. 117 J. KELD / BRIARWOOD SCHOOL	8.5	20.2	A	28	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	5.3	In Good Standing	A	39.59	85.7	Henry Somers	49.5	28Q121	A	P.S. 121 QUEENS	10.5	20.4	A	28	ESMS	A	Elementary	Outstanding (2007-08)	ICI
A	2.3	In Good Standing	C	27.50	75.6	Monica Bridget Powers-Meade	47.5	28Q139	B	P.S. 139 REGO PARK	7.1	18.7	A	28	ESMS	A	Elementary	Well Developed (2007-08)	ICI
B	2.3	In Good Standing	C	54.58	65.7	Elaine Brittenum	41.1	28Q140	A	P.S. 140 EDWARD K ELLINGTON	6.9	15.4	A	28	ESMS	B	Elementary	Well Developed (2007-08)	ICI
A	6.0	In Good Standing	B	21.16	87.2	Reva Gluck Schneider	56.0	28Q144	B	P.S. 144 COL JEROMUS REMSEN	9.6	15.6	A	28	ESMS	B	Elementary	Well Developed (2007-08)	ICI
A	10.5	Corrective Action (year 2) -  Focused	C	3.42	91.7	Vincent Suraci	51.9	28Q157	B	J.H.S. 157 STEPHEN A. HALSEY	7.9	21.4	A	28	ESMS	A	Middle	Well Developed (2007-08)	ICI
""				2.11		Vincent Suraci		28Q157		J.H.S. 157 STEPHEN A. HALSEY				28	HS		High School		ICI
""	0	Corrective Action (year 2) -  Focused																Well Developed (2007-08)	
A	6.8	In Good Standing	C	57.92	86.7	Jermaine Garden	53.3	28Q160	B	P.S. 160 WALTER FRANCIS BISHOP	7.4	19.2	A	28	ESMS	A	Elementary	Proficient (2007-08)	ICI
A	3.0	In Good Standing	A	39.17	92.5	Jill Hoder	56.0	28Q161	A	P.S. 161 ARTHUR ASHE SCHOOL	11.5	22.0	A	28	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	3.0	In Good Standing	D	22.90	75.3	Karin Kelly	55.5	28Q174	B	P.S. 174 WILLIAM SIDNEY MOUNT	5.1	11.7	A	28	ESMS	C	Elementary	Well Developed (2007-08)	ICI
A	1.5	In Good Standing	A	31.11	85.1	Linda Green	51.4	28Q175	A	P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL	11.7	20.5	A	28	ESMS	A	Elementary	Well Developed (2007-08)	ICI
B	3.8	In Good Standing	D	3.57	66.2	Marilyn Grant	37.9	28Q190	A	J.H.S. 190 RUSSELL SAGE	5.3	19.2	B	28	ESMS	A	Middle	Proficient (2007-08)	ICI
""				2.65		Marilyn Grant		28Q190		J.H.S. 190 RUSSELL SAGE				28	HS		High School		ICI
""	0	In Good Standing																Proficient (2007-08)	
A	0.0	In Good Standing	B	13.22	75.1	Mary Hughes	43.2	28Q196	A	P.S. 196 GRAND CENTRAL PARKWAY	10.0	21.9	A	28	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	6.0	In Good Standing	F	41.86	72.6	Nicholas Bologna	48.5	28Q206	B	P.S. 206 THE HORACE HARDING SCHOOL	4.0	14.1	A	28	ESMS	B	Elementary	Well Developed (2007-08)	ICI
B	8.3	In Good Standing	B	3.27	66.1	Patrick Michael Burns	29.4	28Q217	B	J.H.S. 217 ROBERT A. VAN WYCK	9.3	19.1	C	28	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	9.0	In Good Standing	C	37.77	87.0	Josette Pizarro	60.0	28Q220	B	P.S. 220 EDWARD MANDEL	7.5	10.5	A	28	ESMS	D	Elementary	Well Developed (2007-08)	ICI
A	2.3	In Good Standing	A	3.47	86.4	Deborah E. Burnett-Worthy	48.7	28Q284	A	YORK EARLY COLLEGE ACADEMY	12.1	23.3	A	28	ESMS	A	Middle	Proficient (2007-08)	CUNY
""				2.72		Jaime Anne Dubei		28Q310		QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL				28	HS		High School		ESO
""	2	Pending																	
A	12	Restructuring (year 2) -  Focused	C	2.83	72.6	Saul Gootnick	39.4	28Q440	B	FOREST HILLS HIGH SCHOOL	7.6	13.6	B	28	HS	B	High School	Proficient (2008-09)	ICI
D	0	Restructuring (Advanced) -  Comprehensive	C	2.22	41.7	WALTER ACHAM	24.3	28Q470	C	JAMAICA HIGH SCHOOL	7.8	9.6	D	28	HS	D	High School	Proficient (2008-09)	ICI
B	6	Improvement (year 1) -  Focused	A	2.42	61.8	Stephen Duch	32.8	28Q505	B	HILLCREST HIGH SCHOOL	12.0	11.0	B	28	HS	C	High School	Well Developed (2007-08)	New Visions
B	6	In Good Standing	B	3.00	69.1	ANTHONY D. BARBETTA	36.4	28Q620	B	THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL	8.6	18.1	B	28	HS	A	High School	Well Developed (2007-08)	ICI
B	0.0	In Good Standing	B	3.87	65.1	Cynthia Edwards	35.2	28Q680	B	QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL	8.5	21.4	B	28	ESMS	A	Middle	Proficient (2007-08)	CEI-PEA
A	0	In Good Standing	C	3.52	71.5	Cynthia Edwards	44.9	28Q680	A	QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL	7.9	18.7	A	28	HS	A	High School	Proficient (2007-08)	CEI-PEA
A	0	In Good Standing	A	3.90	80.4	Jie Zhang	47.3	28Q687	A	QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE	10.9	22.2	A	28	HS	A	High School	Proficient (2007-08)	ICI
C	1	In Good Standing	C	2.61	50.7	Diahann E. Malcolm	28.9	28Q690	C	HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY	6.9	13.9	C	28	HS	B	High School	Proficient (2008-09)	ICI
A	0.0	In Good Standing	B	3.42	74.3	Avionne Gumbs	41.3	28Q896	C	YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS	9.8	23.2	A	28	ESMS	A	Middle	Proficient (2008-09)	New Visions
""				2.76		Avionne Gumbs		28Q896		YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS				28	HS		High School		New Visions
""	0	In Good Standing																Proficient (2008-09)	
A	3.0	In Good Standing	C	50.36	79.4	Antonio K'Tori	51.6	29Q015	A	P.S. 015 JACKIE ROBINSON	6.5	18.3	A	29	ESMS	A	Elementary	Well Developed (2007-08)	Replications, Inc.
A	5.3	In Good Standing	A	38.24	71.7	Erich Wagner	38.9	29Q033	B	P.S. 033 EDWARD M. FUNK	11.0	16.5	B	29	ESMS	B	Elementary	Well Developed (2007-08)	ESO
A	5.3	In Good Standing	A	57.38	77.1	Pauline Shakespeare	37.7	29Q034	A	P.S. 034 JOHN HARVARD	11.6	22.5	B	29	ESMS	A	Elementary	Well Developed (2007-08)	ESO
B	4.5	In Good Standing	F	48.11	66.0	Mark Dempsey	43.1	29Q035	B	P.S. 035 NATHANIEL WOODHULL	3.7	14.7	A	29	ESMS	B	Elementary	Proficient (2007-08)	ICI
B	4.5	In Good Standing	A	51.80	66.0	Lynn Staton	34.6	29Q036	A	P.S. 036 SAINT ALBANS SCHOOL	10.7	16.2	B	29	ESMS	B	Elementary	Proficient (2007-08)	ICI
A	3.0	In Good Standing	B	54.89	70.3	Beverly Mitchell	45.2	29Q037	C	CYNTHIA JENKINS SCHOOL	8.3	13.8	A	29	ESMS	B	Elementary	Underdeveloped with Proficient Features (2008-09)	ESO
B	2.3	In Good Standing	A	53.77	66.8	Cassandra A. Hundley	40.9	29Q038	A	P.S. 038 ROSEDALE	10.5	13.1	A	29	ESMS	C	Elementary	Proficient (2008-09)	ESO
A	5.3	Improvement (year 1) -  Basic	B	55.01	88.5	Linda Pough	55.7	29Q052	A	P.S. 052 QUEENS	9.3	18.2	A	29	ESMS	A	Elementary	Proficient (2007-08)	ESO
A	3.0	In Good Standing	D	3.09	73.1	Carleton Gordon	42.2	29Q059	B	I.S. 059 SPRINGFIELD GARDENS	6.0	21.9	A	29	ESMS	A	Middle	Proficient (2007-08)	CEI-PEA
A	10.5	In Good Standing	D	45.48	74.8	Dolores Reid-Barker	42.5	29Q095	B	P.S. 095 EASTWOOD	5.2	16.6	A	29	ESMS	B	Elementary	Well Developed (2007-08)	ICI
B	3.8	In Good Standing	D	3.19	62.8	Miatheresa Pate-Alexander	33.7	29Q109	C	JEAN NUZZI INTERMEDIATE SCHOOL	6.4	18.9	B	29	ESMS	A	Middle	Proficient (2008-09)	ESO
A	6.8	Improvement (year 2) -  Basic	B	55.49	75.6	Barbara Fuller	43.1	29Q116	B	PS/IS 116 WILLIAM C. HUGHLEY	8.4	17.3	A	29	ESMS	A	K-8	Proficient (2007-08)	ICI
A	6.0	In Good Standing	A	59.45	90.1	Adele Armstrong	49.9	29Q118	A	P.S. 118 LORRAINE HANSBERRY	10.8	23.4	A	29	ESMS	A	Elementary	Well Developed (2007-08)	ICI
B	0.8	In Good Standing	B	35.20	62.3	Randolph Ford	31.7	29Q131	A	P.S. 131 ABIGAIL ADAMS	9.3	20.5	C	29	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	0.8	In Good Standing	B	51.43	79.7	Alicia Davis	49.2	29Q132	A	P.S. 132 RALPH BUNCHE	10.1	19.6	A	29	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	2.3	In Good Standing	C	54.93	70.0	Cheryl Marmon-Halm	46.4	29Q134	C	P.S. 134 HOLLIS	8.0	13.3	A	29	ESMS	C	Elementary	Proficient (2008-09)	ICI
A	9.8	In Good Standing	B	45.75	84.0	George Hadjoglou	44.1	29Q135	A	THE BELLAIRE SCHOOL	9.2	20.9	A	29	ESMS	A	Elementary	Proficient (2007-08)	ESO
A	5.3	In Good Standing	C	55.59	83.9	Tanya S.T. Walker	56.8	29Q136	B	P.S. 136 ROY WILKINS	7.7	14.1	A	29	ESMS	B	Elementary	Proficient (2007-08)	ICI
A	9.0	In Good Standing	C	54.78	77.0	Nichele Manning- Andrews	42.9	29Q138	C	P.S. 138 SUNRISE	7.5	17.6	A	29	ESMS	A	K-8	Proficient (2008-09)	ESO
B	6.0	In Good Standing	C	50.46	67.7	Anne Cohen	40.5	29Q147	B	PS/MS 147 RONALD MCNAIR	7.5	13.7	B	29	ESMS	B	K-8	Proficient (2007-08)	ICI
B	3.8	In Good Standing	C	48.57	62.3	Noreen Little	36.9	29Q156	B	P.S. 156 LAURELTON	7.5	14.1	B	29	ESMS	B	K-8	Proficient (2007-08)	ICI
A	3.0	In Good Standing	A	57.10	87.2	Arlene Bartlett	48.4	29Q176	A	P.S. 176 CAMBRIA HEIGHTS	13.6	22.2	A	29	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	3.8	In Good Standing	C	58.48	69.2	Andrea Belcher	41.8	29Q181	A	P.S. 181 BROOKFIELD	7.3	16.3	A	29	ESMS	B	Elementary	Proficient (2008-09)	ICI
A	7.5	Restructuring (year 1) -  Focused	A	2.98	84.7	Harriett Diaz	40.9	29Q192	B	I.S. 192 THE LINDEN	12.6	23.7	A	29	ESMS	A	Middle	Proficient (2007-08)	CEI-PEA
B	3.0	In Good Standing	B	51.44	65.3	Beryl Bailey	37.9	29Q195	B	P.S. 195 WILLIAM HABERLE	9.9	14.5	B	29	ESMS	B	Elementary	Proficient (2007-08)	ICI
A	3.8	In Good Standing	A	37.10	74.3	James Philemy	40.8	29Q208	B	P.S. / I.S. 208	10.2	19.5	A	29	ESMS	A	K-8	Well Developed (2007-08)	ICI
C	1.5	In Good Standing	C	3.01	53.4	Emmanuel Lubin	24.5	29Q231	D	I.S. 231 MAGNETECH 2000	7.2	20.2	D	29	ESMS	A	Middle	Proficient (2008-09)	ICI
A	6.0	Restructuring (Advanced) -  Focused	B	3.19	74.4	Joseph Gates	40.0	29Q238	C	I.S. 238 SUSAN B ANTHONY	9.2	19.2	B	29	ESMS	A	Middle	Proficient (2008-09)	CEI-PEA
A	7	In Good Standing	C	2.36	85.2	Tashon Haywood	47.5	29Q248		QUEENS PREPARATORY ACADEMY	7.7	23.0	A	29	HS	A	High School	Proficient (2008-09)	ESO
A	4.5	In Good Standing	A	3.27	84.0	Michele Shannon	46.3	29Q259	B	PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL	10.5	22.7	A	29	ESMS	A	Middle	Proficient (2008-09)	ESO
A	6	In Good Standing	A	2.37	84.9	Michele Shannon	49.4	29Q259		PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL	11.0	18.5	A	29	HS	A	High School	Proficient (2008-09)	ESO
A	6	In Good Standing	B	2.34	78.7	Derek Jones	43.8	29Q265	A	EXCELSIOR PREPARATORY HIGH SCHOOL	9.1	19.8	A	29	HS	A	High School	Well Developed (2007-08)	ESO
A	1.5	In Good Standing	B	47.47	68.6	Lissa Grant-Stewart	40.9	29Q268	C	PS/IS 268	9.0	17.2	A	29	ESMS	A	K-8	Proficient (2008-09)	ICI
A	1.5	In Good Standing	A	43.54	68.4	Eleanor S. Andrew	36.2	29Q270	B	THE GORDON PARKS SCHOOL	11.0	19.7	B	29	ESMS	A	K-8	Well Developed (2007-08)	ICI
A	3	In Good Standing	A	2.43	73.7	Dr. Janice M. Sutton	43.0	29Q272	A	GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES	11.9	15.8	A	29	HS	B	High School	Proficient (2007-08)	ICI
A	4.5	In Good Standing	B	3.33	75.6	Michael F. Renna	42.5	29Q283	F	PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL	9.5	19.1	A	29	ESMS	A	Middle	Proficient (2008-09)	ESO
""				2.41		Michael F. Renna		29Q283		PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL				29	HS		High School		ESO
""	4	In Good Standing																Proficient (2008-09)	
A	3.8	In Good Standing	B	49.78	87.1	Angela Thompson	53.9	29Q295		P.S./I.S. 295	8.2	21.2	A	29	ESMS	A	K-8	Underdeveloped (2008-09)	ICI
C	2	In Good Standing	D	2.53	49.5	Andrea G. Holt	29.4	29Q492	B	MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL	6.0	12.1	C	29	HS	C	High School	Well Developed (2007-08)	ESO
B	3	In Good Standing	B	2.38	57.2	Beshir Abdellatif	29.3	29Q494	C	LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL	8.8	16.1	C	29	HS	B	High School	Proficient (2008-09)	ICI
D	1	In Good Standing	D	2.16	38.8	Myles W. Nash	19.8	29Q496	C	BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL	6.1	11.9	F	29	HS	C	High School	Underdeveloped with Proficient Features (2008-09)	ICI
B	4	In Good Standing	B	2.38	58.9	Mercedes Qualls	27.1	29Q498	B	HUMANITIES & ARTS MAGNET HIGH SCHOOL	8.3	19.5	C	29	HS	A	High School	Proficient (2007-08)	ICI
B	0.8	In Good Standing	A	39.85	62.6	Joseph Taddeo	31.4	30Q002	A	P.S. 002 ALFRED ZIMBERG	11.5	18.9	C	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	9.0	In Good Standing	A	3.22	89.9	Clemente Lopes	48.3	30Q010	B	I.S. 010 HORACE GREELEY	11.3	21.3	A	30	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	11.3	In Good Standing	A	39.37	104.3	Anna Efkarpides	60.0	30Q011	A	P.S. 011 KATHRYN PHELAN	11.3	21.7	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	7.5	Improvement (year 1) -  Basic	B	50.17	71.8	Cynthia Dickman	43.6	30Q017	B	P.S. 017 HENRY DAVID THOREAU	8.9	11.8	A	30	ESMS	C	Elementary	Well Developed (2007-08)	ICI
A	8.3	In Good Standing	A	37.15	93.7	Martha Vazquez	54.4	30Q069	B	P.S. 069 JACKSON HEIGHTS	10.2	20.8	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	3.0	In Good Standing	B	40.24	77.9	Donna Geller	47.4	30Q070	B	P.S. 070 QUEENS	9.1	18.4	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	8.3	In Good Standing	B	59.69	87.2	Mary Schafenberg	51.4	30Q076	B	P.S. 076 WILLIAM HALLET	9.2	18.3	A	30	ESMS	A	Elementary	Proficient (2008-09)	ICI
A	1.5	In Good Standing	A	40.15	90.1	Louis Pavone	58.7	30Q078	B	P.S. 078	10.7	19.2	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	6.8	In Good Standing	B	46.73	92.6	John Buffa	56.5	30Q084	B	P.S. 084 STEINWAY	9.8	19.5	A	30	ESMS	A	K-8	Proficient (2007-08)	ICI
A	0.8	In Good Standing	A	41.11	73.8	Ann Gordon-Chang	43.4	30Q085	A	P.S. 085 JUDGE CHARLES VALLONE	11.8	17.8	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	9.0	In Good Standing	A	66.67	106.6	Pasquale Baratta	60.0	30Q092	A	P.S. 092 HARRY T. STEWART SR.	14.9	22.7	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	9.0	In Good Standing	B	62.92	85.1	Randy Seabrook	47.5	30Q111	A	P.S. 111 JACOB BLACKWELL	10.0	18.6	A	30	ESMS	A	K-8	Proficient (2007-08)	ESO
A	9.8	Improvement (year 1) -  Basic	C	53.61	90.5	Rafael Campos-Gatjens	55.1	30Q112	A	P.S. 112 DUTCH KILLS	7.9	17.7	A	30	ESMS	A	Elementary	Well Developed (2007-08)	CLSO
A	6.8	In Good Standing	A	29.23	87.7	Pamela Sabel	45.6	30Q122	B	P.S. 122 MAMIE FAY	11.4	23.9	A	30	ESMS	A	K-8	Proficient (2008-09)	ESO
A	6.8	Restructuring (Advanced) -  Focused	C	2.95	81.3	Alexander Angueira	44.0	30Q126	B	ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS	7.4	23.1	A	30	ESMS	A	Middle	Underdeveloped with Proficient Features (2008-09)	ICI
A	9.0	Improvement (year 2) -  Basic	D	51.82	77.7	Evita Sanabria	47.3	30Q127	C	P.S. 127 AEROSPACE SCIENCE MAGNE	5.8	15.6	A	30	ESMS	B	K-8	Proficient (2008-09)	ICI
A	9.8	Restructuring (Advanced) -  Focused	A	3.37	94.3	Miranda Pavlou	50.9	30Q141	A	I.S. 141 THE STEINWAY	10.9	22.7	A	30	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	9.0	In Good Standing	A	3.15	83.2	Dolores Beckham	41.8	30Q145	C	I.S. 145 JOSEPH PULITZER	12.1	20.3	A	30	ESMS	A	Middle	Well Developed (2008-09)	ICI
A	3.8	In Good Standing	A	53.15	79.9	Andrew Paccione	45.8	30Q148	B	P.S. 148 QUEENS	10.6	19.7	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	4.5	In Good Standing	A	58.34	91.6	Marlene Gonzalez	51.9	30Q149	A	P.S. 149 CHRISTA MCAULIFFE	10.9	24.3	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	3.8	In Good Standing	C	41.11	83.1	Carmen Parache	50.5	30Q150	A	P.S. 150 QUEENS	6.6	22.2	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	6.0	Corrective Action (year 1) -  Focused	C	50.77	70.7	Jason Goldner	44.6	30Q151	A	P.S. 151 MARY D. CARTER	6.5	13.6	A	30	ESMS	B	Elementary	Underdeveloped with Proficient Features (2008-09)	ESO
A	5.3	In Good Standing	B	42.61	90.3	Vincent Vitolo	56.2	30Q152	A	P.S. 152 GWENDOLYN ALLEYNE	10.0	18.8	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	8.3	In Good Standing	A	47.13	91.0	Janet Farrell	48.0	30Q166	A	P.S. 166 HENRY GRADSTEIN	11.6	23.1	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
